recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,history_discount,history_bogo,recency_history,recency_bin_0,recency_bin_1,recency_bin_2,treatment
4,442.7,1,0,Surburban,1,Web,Discount,0,442.7,0.0,1770.8,0.0,1.0,0.0,1
10,29.99,1,0,Surburban,0,Web,Buy One Get One,0,29.99,0.0,299.9,0.0,0.0,1.0,1
1,109.84,1,0,Surburban,1,Web,No Offer,0,109.84,0.0,109.84,1.0,0.0,0.0,0
2,591.95,0,1,Urban,1,Multichannel,Buy One Get One,0,0.0,591.95,1183.9,1.0,0.0,0.0,1
3,437.51,1,0,Urban,0,Multichannel,Discount,0,437.51,0.0,1312.53,0.0,1.0,0.0,1
5,106.97,0,1,Surburban,1,Web,Discount,0,0.0,106.97,534.85,0.0,1.0,0.0,1
6,29.99,1,0,Urban,0,Web,No Offer,0,29.99,0.0,179.94,0.0,1.0,0.0,0
3,99.16,0,1,Urban,0,Phone,Discount,1,0.0,99.16,297.48,0.0,1.0,0.0,1
3,73.82,1,0,Surburban,1,Phone,No Offer,0,73.82,0.0,221.45999999999998,0.0,1.0,0.0,0
1,1240.7,1,0,Urban,1,Web,No Offer,0,1240.7,0.0,1240.7,1.0,0.0,0.0,0
5,129.26,0,1,Urban,0,Web,No Offer,0,0.0,129.26,646.3,0.0,1.0,0.0,0
9,396.0,0,1,Rural,0,Phone,No Offer,0,0.0,396.0,3564.0,0.0,0.0,1.0,0
4,929.33,1,0,Surburban,1,Multichannel,Buy One Get One,0,929.33,0.0,3717.32,0.0,1.0,0.0,1
5,29.99,0,1,Rural,1,Phone,Buy One Get One,0,0.0,29.99,149.95,0.0,1.0,0.0,1
1,297.5,1,0,Surburban,0,Web,No Offer,0,297.5,0.0,297.5,1.0,0.0,0.0,0
2,29.99,0,1,Surburban,1,Web,No Offer,0,0.0,29.99,59.98,1.0,0.0,0.0,0
8,29.99,0,1,Surburban,1,Phone,Discount,0,0.0,29.99,239.92,0.0,0.0,1.0,1
2,29.99,1,0,Urban,1,Phone,Buy One Get One,0,29.99,0.0,59.98,1.0,0.0,0.0,1
9,175.6,0,1,Urban,0,Web,Discount,0,0.0,175.6,1580.3999999999999,0.0,0.0,1.0,1
3,548.85,0,1,Rural,1,Web,No Offer,0,0.0,548.85,1646.5500000000002,0.0,1.0,0.0,0
5,46.14,0,1,Surburban,1,Web,Buy One Get One,1,0.0,46.14,230.7,0.0,1.0,0.0,1
10,29.99,1,0,Urban,1,Web,Discount,0,29.99,0.0,299.9,0.0,0.0,1.0,1
5,79.29,1,0,Surburban,1,Web,No Offer,0,79.29,0.0,396.45000000000005,0.0,1.0,0.0,0
2,29.99,1,0,Surburban,1,Web,No Offer,0,29.99,0.0,59.98,1.0,0.0,0.0,0
3,36.92,0,1,Urban,1,Phone,Buy One Get One,0,0.0,36.92,110.76,0.0,1.0,0.0,1
3,316.0,0,1,Rural,0,Phone,No Offer,0,0.0,316.0,948.0,0.0,1.0,0.0,0
2,964.89,1,0,Surburban,1,Phone,No Offer,0,964.89,0.0,1929.78,1.0,0.0,0.0,0
1,452.2,1,0,Surburban,0,Phone,Discount,0,452.2,0.0,452.2,1.0,0.0,0.0,1
1,29.99,0,1,Surburban,1,Web,Discount,0,0.0,29.99,29.99,1.0,0.0,0.0,1
9,54.92,1,0,Surburban,0,Web,Discount,0,54.92,0.0,494.28000000000003,0.0,0.0,1.0,1
5,140.78,0,1,Surburban,0,Phone,No Offer,0,0.0,140.78,703.9,0.0,1.0,0.0,0
1,506.86,1,0,Surburban,1,Phone,No Offer,0,506.86,0.0,506.86,1.0,0.0,0.0,0
9,152.66,1,0,Surburban,0,Phone,No Offer,0,152.66,0.0,1373.94,0.0,0.0,1.0,0
9,293.82,0,1,Urban,0,Multichannel,No Offer,0,0.0,293.82,2644.38,0.0,0.0,1.0,0
1,447.76,0,1,Urban,0,Multichannel,Buy One Get One,0,0.0,447.76,447.76,1.0,0.0,0.0,1
2,152.81,0,1,Surburban,0,Web,Discount,1,0.0,152.81,305.62,1.0,0.0,0.0,1
4,68.12,0,1,Surburban,0,Web,Discount,0,0.0,68.12,272.48,0.0,1.0,0.0,1
11,181.9,0,1,Urban,0,Phone,No Offer,0,0.0,181.9,2000.9,0.0,0.0,1.0,0
10,363.98,0,1,Urban,1,Phone,Discount,0,0.0,363.98,3639.8,0.0,0.0,1.0,1
1,90.47,1,0,Urban,0,Web,No Offer,0,90.47,0.0,90.47,1.0,0.0,0.0,0
3,331.55,0,1,Urban,0,Web,Discount,0,0.0,331.55,994.6500000000001,0.0,1.0,0.0,1
6,405.07,1,1,Surburban,0,Multichannel,No Offer,0,405.07,405.07,2430.42,0.0,1.0,0.0,0
1,86.42,0,1,Urban,0,Phone,No Offer,0,0.0,86.42,86.42,1.0,0.0,0.0,0
5,42.68,1,0,Rural,0,Web,No Offer,0,42.68,0.0,213.4,0.0,1.0,0.0,0
6,29.99,1,0,Urban,0,Phone,No Offer,0,29.99,0.0,179.94,0.0,1.0,0.0,0
8,248.51,0,1,Rural,1,Web,No Offer,0,0.0,248.51,1988.08,0.0,0.0,1.0,0
3,294.16,0,1,Surburban,1,Web,No Offer,0,0.0,294.16,882.48,0.0,1.0,0.0,0
1,133.8,1,0,Urban,0,Web,Discount,0,133.8,0.0,133.8,1.0,0.0,0.0,1
4,93.18,0,1,Urban,0,Phone,Discount,0,0.0,93.18,372.72,0.0,1.0,0.0,1
7,143.57,0,1,Urban,0,Phone,Buy One Get One,0,0.0,143.57,1004.99,0.0,1.0,0.0,1
4,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,29.99,0.0,119.96,0.0,1.0,0.0,1
11,71.63,1,0,Surburban,1,Phone,Discount,0,71.63,0.0,787.93,0.0,0.0,1.0,1
10,289.06,1,0,Urban,1,Phone,No Offer,0,289.06,0.0,2890.6,0.0,0.0,1.0,0
7,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,29.99,0.0,209.92999999999998,0.0,1.0,0.0,1
10,680.08,1,1,Surburban,1,Web,Discount,0,680.08,680.08,6800.8,0.0,0.0,1.0,1
6,29.99,0,1,Urban,0,Web,Discount,0,0.0,29.99,179.94,0.0,1.0,0.0,1
2,707.49,1,0,Surburban,1,Phone,No Offer,0,707.49,0.0,1414.98,1.0,0.0,0.0,0
2,121.27,1,0,Urban,1,Web,Buy One Get One,1,121.27,0.0,242.54,1.0,0.0,0.0,1
5,48.94,0,1,Rural,0,Phone,Buy One Get One,1,0.0,48.94,244.7,0.0,1.0,0.0,1
2,138.28,0,1,Surburban,1,Phone,Discount,1,0.0,138.28,276.56,1.0,0.0,0.0,1
6,29.99,0,1,Surburban,1,Phone,Discount,0,0.0,29.99,179.94,0.0,1.0,0.0,1
6,115.45,1,0,Urban,0,Phone,Buy One Get One,0,115.45,0.0,692.7,0.0,1.0,0.0,1
9,64.85,1,0,Surburban,1,Web,Discount,0,64.85,0.0,583.65,0.0,0.0,1.0,1
3,138.6,0,1,Surburban,0,Web,No Offer,1,0.0,138.6,415.79999999999995,0.0,1.0,0.0,0
4,423.99,1,0,Surburban,1,Web,No Offer,0,423.99,0.0,1695.96,0.0,1.0,0.0,0
8,153.46,1,0,Surburban,1,Phone,Discount,0,153.46,0.0,1227.68,0.0,0.0,1.0,1
1,195.43,0,1,Surburban,1,Phone,No Offer,0,0.0,195.43,195.43,1.0,0.0,0.0,0
12,131.69,1,0,Urban,1,Web,Buy One Get One,0,131.69,0.0,1580.28,0.0,0.0,1.0,1
2,95.41,0,1,Urban,1,Web,Discount,1,0.0,95.41,190.82,1.0,0.0,0.0,1
2,413.32,1,0,Surburban,0,Web,No Offer,0,413.32,0.0,826.64,1.0,0.0,0.0,0
2,261.22,1,0,Urban,0,Web,Buy One Get One,0,261.22,0.0,522.44,1.0,0.0,0.0,1
6,282.07,0,1,Rural,1,Phone,Discount,0,0.0,282.07,1692.42,0.0,1.0,0.0,1
10,67.31,0,1,Rural,0,Web,Discount,0,0.0,67.31,673.1,0.0,0.0,1.0,1
8,135.84,1,0,Surburban,1,Web,Discount,0,135.84,0.0,1086.72,0.0,0.0,1.0,1
5,235.46,1,1,Urban,1,Web,No Offer,0,235.46,235.46,1177.3,0.0,1.0,0.0,0
10,244.91,0,1,Rural,1,Phone,No Offer,0,0.0,244.91,2449.1,0.0,0.0,1.0,0
9,279.79,1,1,Rural,0,Multichannel,Discount,0,279.79,279.79,2518.11,0.0,0.0,1.0,1
4,1137.38,0,1,Urban,1,Multichannel,Discount,0,0.0,1137.38,4549.52,0.0,1.0,0.0,1
3,43.47,0,1,Urban,1,Web,Discount,0,0.0,43.47,130.41,0.0,1.0,0.0,1
7,61.94,0,1,Surburban,1,Web,Discount,0,0.0,61.94,433.58,0.0,1.0,0.0,1
9,352.94,0,1,Urban,0,Web,Buy One Get One,1,0.0,352.94,3176.46,0.0,0.0,1.0,1
4,604.36,0,1,Surburban,1,Multichannel,No Offer,0,0.0,604.36,2417.44,0.0,1.0,0.0,0
5,171.65,0,1,Surburban,0,Web,No Offer,1,0.0,171.65,858.25,0.0,1.0,0.0,0
2,195.3,0,1,Rural,0,Phone,Buy One Get One,1,0.0,195.3,390.6,1.0,0.0,0.0,1
7,29.99,1,0,Urban,1,Phone,No Offer,0,29.99,0.0,209.92999999999998,0.0,1.0,0.0,0
9,35.54,0,1,Surburban,1,Web,No Offer,0,0.0,35.54,319.86,0.0,0.0,1.0,0
4,29.99,1,0,Surburban,1,Web,No Offer,1,29.99,0.0,119.96,0.0,1.0,0.0,0
2,463.3,1,0,Urban,0,Multichannel,Discount,0,463.3,0.0,926.6,1.0,0.0,0.0,1
10,53.66,1,0,Urban,0,Phone,No Offer,0,53.66,0.0,536.5999999999999,0.0,0.0,1.0,0
8,183.21,1,0,Rural,1,Web,No Offer,1,183.21,0.0,1465.68,0.0,0.0,1.0,0
8,509.23,1,0,Urban,1,Web,Buy One Get One,1,509.23,0.0,4073.84,0.0,0.0,1.0,1
12,212.87,1,1,Surburban,1,Web,Buy One Get One,0,212.87,212.87,2554.44,0.0,0.0,1.0,1
1,374.54,1,1,Urban,0,Web,Buy One Get One,0,374.54,374.54,374.54,1.0,0.0,0.0,1
5,30.59,0,1,Urban,1,Web,Discount,0,0.0,30.59,152.95,0.0,1.0,0.0,1
7,389.27,1,0,Urban,1,Web,No Offer,0,389.27,0.0,2724.89,0.0,1.0,0.0,0
5,807.39,0,1,Surburban,1,Web,Discount,0,0.0,807.39,4036.95,0.0,1.0,0.0,1
3,462.51,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,462.51,1387.53,0.0,1.0,0.0,1
9,29.99,1,0,Urban,1,Phone,No Offer,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,0
10,160.52,0,1,Urban,1,Web,Discount,0,0.0,160.52,1605.2,0.0,0.0,1.0,1
5,226.26,1,1,Surburban,1,Web,No Offer,0,226.26,226.26,1131.3,0.0,1.0,0.0,0
8,712.94,1,1,Urban,1,Web,Discount,0,712.94,712.94,5703.52,0.0,0.0,1.0,1
4,48.61,0,1,Surburban,0,Phone,No Offer,0,0.0,48.61,194.44,0.0,1.0,0.0,0
5,477.98,1,0,Urban,0,Multichannel,Buy One Get One,0,477.98,0.0,2389.9,0.0,1.0,0.0,1
3,270.15,1,0,Urban,0,Phone,Discount,1,270.15,0.0,810.4499999999999,0.0,1.0,0.0,1
9,29.99,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,29.99,269.90999999999997,0.0,0.0,1.0,1
2,351.08,1,0,Urban,1,Web,Buy One Get One,1,351.08,0.0,702.16,1.0,0.0,0.0,1
6,378.17,1,0,Surburban,0,Web,Buy One Get One,0,378.17,0.0,2269.02,0.0,1.0,0.0,1
2,183.13,0,1,Surburban,1,Phone,Discount,0,0.0,183.13,366.26,1.0,0.0,0.0,1
5,753.55,0,1,Surburban,1,Web,No Offer,0,0.0,753.55,3767.75,0.0,1.0,0.0,0
2,183.77,0,1,Rural,0,Web,Buy One Get One,1,0.0,183.77,367.54,1.0,0.0,0.0,1
1,66.41,1,0,Urban,0,Web,Discount,0,66.41,0.0,66.41,1.0,0.0,0.0,1
4,997.02,1,1,Surburban,1,Phone,Buy One Get One,0,997.02,997.02,3988.08,0.0,1.0,0.0,1
6,73.19,1,0,Surburban,0,Phone,Buy One Get One,0,73.19,0.0,439.14,0.0,1.0,0.0,1
10,378.94,0,1,Surburban,0,Phone,No Offer,0,0.0,378.94,3789.4,0.0,0.0,1.0,0
5,477.57,1,1,Surburban,0,Multichannel,Discount,1,477.57,477.57,2387.85,0.0,1.0,0.0,1
2,804.84,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.0,804.84,1609.68,1.0,0.0,0.0,1
4,65.33,1,0,Urban,0,Web,No Offer,0,65.33,0.0,261.32,0.0,1.0,0.0,0
7,606.82,1,0,Rural,1,Web,No Offer,0,606.82,0.0,4247.740000000001,0.0,1.0,0.0,0
2,518.76,1,0,Surburban,1,Multichannel,Discount,1,518.76,0.0,1037.52,1.0,0.0,0.0,1
1,227.23,1,0,Rural,0,Phone,Discount,0,227.23,0.0,227.23,1.0,0.0,0.0,1
4,112.62,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,112.62,450.48,0.0,1.0,0.0,1
10,112.7,0,1,Surburban,1,Web,Buy One Get One,0,0.0,112.7,1127.0,0.0,0.0,1.0,1
3,222.3,1,0,Surburban,0,Phone,Discount,0,222.3,0.0,666.9000000000001,0.0,1.0,0.0,1
5,792.07,1,0,Urban,1,Multichannel,No Offer,1,792.07,0.0,3960.3500000000004,0.0,1.0,0.0,0
1,138.48,1,0,Urban,1,Web,No Offer,1,138.48,0.0,138.48,1.0,0.0,0.0,0
2,169.12,1,0,Rural,0,Phone,Buy One Get One,0,169.12,0.0,338.24,1.0,0.0,0.0,1
9,41.84,0,1,Urban,1,Phone,Discount,0,0.0,41.84,376.56000000000006,0.0,0.0,1.0,1
5,176.08,0,1,Surburban,1,Web,No Offer,0,0.0,176.08,880.4000000000001,0.0,1.0,0.0,0
9,29.99,1,0,Surburban,0,Web,No Offer,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,0
1,90.02,1,0,Urban,1,Web,No Offer,0,90.02,0.0,90.02,1.0,0.0,0.0,0
10,108.45,1,0,Urban,1,Web,Discount,0,108.45,0.0,1084.5,0.0,0.0,1.0,1
2,413.6,1,0,Urban,0,Phone,No Offer,0,413.6,0.0,827.2,1.0,0.0,0.0,0
3,476.55,1,0,Urban,0,Phone,Discount,0,476.55,0.0,1429.65,0.0,1.0,0.0,1
6,29.99,1,0,Surburban,1,Phone,No Offer,0,29.99,0.0,179.94,0.0,1.0,0.0,0
1,249.17,0,1,Urban,0,Phone,Buy One Get One,1,0.0,249.17,249.17,1.0,0.0,0.0,1
5,29.99,1,0,Urban,1,Web,Discount,0,29.99,0.0,149.95,0.0,1.0,0.0,1
3,365.67,0,1,Urban,1,Web,Buy One Get One,0,0.0,365.67,1097.01,0.0,1.0,0.0,1
4,304.86,1,0,Surburban,1,Phone,Buy One Get One,0,304.86,0.0,1219.44,0.0,1.0,0.0,1
2,136.46,1,0,Surburban,0,Phone,No Offer,0,136.46,0.0,272.92,1.0,0.0,0.0,0
1,159.42,1,0,Urban,1,Web,Discount,0,159.42,0.0,159.42,1.0,0.0,0.0,1
7,59.23,1,0,Surburban,0,Phone,No Offer,0,59.23,0.0,414.60999999999996,0.0,1.0,0.0,0
11,103.56,1,0,Urban,1,Phone,Buy One Get One,0,103.56,0.0,1139.16,0.0,0.0,1.0,1
1,229.22,0,1,Urban,0,Multichannel,No Offer,0,0.0,229.22,229.22,1.0,0.0,0.0,0
12,29.99,0,1,Surburban,0,Web,No Offer,0,0.0,29.99,359.88,0.0,0.0,1.0,0
3,133.18,1,0,Surburban,0,Phone,Discount,1,133.18,0.0,399.54,0.0,1.0,0.0,1
7,319.44,1,0,Urban,0,Phone,Buy One Get One,0,319.44,0.0,2236.08,0.0,1.0,0.0,1
2,213.28,0,1,Urban,1,Phone,No Offer,0,0.0,213.28,426.56,1.0,0.0,0.0,0
1,222.24,1,0,Rural,0,Phone,Buy One Get One,0,222.24,0.0,222.24,1.0,0.0,0.0,1
4,65.33,0,1,Urban,0,Phone,Discount,0,0.0,65.33,261.32,0.0,1.0,0.0,1
5,366.19,1,0,Rural,1,Phone,No Offer,0,366.19,0.0,1830.95,0.0,1.0,0.0,0
7,48.29,0,1,Surburban,1,Phone,Discount,0,0.0,48.29,338.03,0.0,1.0,0.0,1
7,29.99,1,0,Urban,0,Phone,No Offer,0,29.99,0.0,209.92999999999998,0.0,1.0,0.0,0
1,372.86,1,0,Surburban,1,Web,Buy One Get One,0,372.86,0.0,372.86,1.0,0.0,0.0,1
10,265.75,0,1,Surburban,0,Multichannel,Discount,0,0.0,265.75,2657.5,0.0,0.0,1.0,1
6,93.96,0,1,Surburban,0,Web,No Offer,1,0.0,93.96,563.76,0.0,1.0,0.0,0
3,29.99,1,0,Urban,0,Phone,Buy One Get One,0,29.99,0.0,89.97,0.0,1.0,0.0,1
9,29.99,1,0,Urban,1,Web,No Offer,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,0
10,86.83,0,1,Urban,0,Phone,Discount,0,0.0,86.83,868.3,0.0,0.0,1.0,1
6,171.93,0,1,Surburban,0,Web,Buy One Get One,0,0.0,171.93,1031.58,0.0,1.0,0.0,1
9,622.17,1,0,Urban,1,Web,No Offer,0,622.17,0.0,5599.53,0.0,0.0,1.0,0
9,261.46,0,1,Surburban,0,Phone,Discount,0,0.0,261.46,2353.14,0.0,0.0,1.0,1
2,59.5,0,1,Surburban,1,Phone,No Offer,0,0.0,59.5,119.0,1.0,0.0,0.0,0
1,1192.97,0,1,Urban,1,Web,No Offer,0,0.0,1192.97,1192.97,1.0,0.0,0.0,0
1,29.99,0,1,Urban,0,Web,No Offer,0,0.0,29.99,29.99,1.0,0.0,0.0,0
1,647.72,0,1,Urban,1,Multichannel,Buy One Get One,1,0.0,647.72,647.72,1.0,0.0,0.0,1
3,167.13,0,1,Surburban,0,Phone,Discount,1,0.0,167.13,501.39,0.0,1.0,0.0,1
6,241.73,0,1,Rural,0,Web,Buy One Get One,0,0.0,241.73,1450.3799999999999,0.0,1.0,0.0,1
2,29.99,1,0,Urban,0,Web,No Offer,0,29.99,0.0,59.98,1.0,0.0,0.0,0
1,302.45,1,0,Surburban,0,Web,Buy One Get One,0,302.45,0.0,302.45,1.0,0.0,0.0,1
1,180.4,0,1,Rural,1,Phone,No Offer,0,0.0,180.4,180.4,1.0,0.0,0.0,0
7,149.73,0,1,Urban,1,Web,Discount,0,0.0,149.73,1048.11,0.0,1.0,0.0,1
7,29.99,0,1,Urban,1,Phone,Buy One Get One,0,0.0,29.99,209.92999999999998,0.0,1.0,0.0,1
10,135.46,1,0,Rural,0,Phone,No Offer,0,135.46,0.0,1354.6000000000001,0.0,0.0,1.0,0
10,29.99,0,1,Urban,1,Web,Buy One Get One,0,0.0,29.99,299.9,0.0,0.0,1.0,1
1,808.69,1,0,Surburban,1,Web,Discount,0,808.69,0.0,808.69,1.0,0.0,0.0,1
2,29.99,0,1,Surburban,1,Phone,Discount,0,0.0,29.99,59.98,1.0,0.0,0.0,1
9,163.53,0,1,Surburban,0,Web,Discount,0,0.0,163.53,1471.77,0.0,0.0,1.0,1
5,306.25,1,0,Surburban,0,Web,Buy One Get One,0,306.25,0.0,1531.25,0.0,1.0,0.0,1
7,378.59,1,0,Surburban,0,Multichannel,No Offer,0,378.59,0.0,2650.1299999999997,0.0,1.0,0.0,0
12,34.74,1,0,Urban,0,Phone,Discount,0,34.74,0.0,416.88,0.0,0.0,1.0,1
3,118.68,0,1,Surburban,1,Phone,No Offer,0,0.0,118.68,356.04,0.0,1.0,0.0,0
2,254.37,1,1,Surburban,0,Web,No Offer,1,254.37,254.37,508.74,1.0,0.0,0.0,0
5,29.99,0,1,Urban,0,Phone,Buy One Get One,0,0.0,29.99,149.95,0.0,1.0,0.0,1
1,363.46,0,1,Urban,0,Multichannel,No Offer,0,0.0,363.46,363.46,1.0,0.0,0.0,0
2,727.42,1,1,Surburban,1,Web,Buy One Get One,0,727.42,727.42,1454.84,1.0,0.0,0.0,1
1,85.63,0,1,Urban,0,Web,Discount,0,0.0,85.63,85.63,1.0,0.0,0.0,1
11,343.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,343.99,3783.8900000000003,0.0,0.0,1.0,1
8,77.28,0,1,Surburban,0,Phone,Discount,0,0.0,77.28,618.24,0.0,0.0,1.0,1
11,135.26,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,135.26,1487.86,0.0,0.0,1.0,1
6,63.7,1,0,Urban,0,Phone,No Offer,0,63.7,0.0,382.20000000000005,0.0,1.0,0.0,0
11,43.16,0,1,Urban,1,Web,Discount,0,0.0,43.16,474.76,0.0,0.0,1.0,1
4,29.99,1,0,Surburban,1,Web,Buy One Get One,0,29.99,0.0,119.96,0.0,1.0,0.0,1
1,1453.71,0,1,Urban,1,Phone,Discount,1,0.0,1453.71,1453.71,1.0,0.0,0.0,1
11,324.28,1,0,Surburban,1,Web,Discount,0,324.28,0.0,3567.08,0.0,0.0,1.0,1
8,291.34,1,1,Surburban,1,Web,Buy One Get One,0,291.34,291.34,2330.72,0.0,0.0,1.0,1
1,179.29,0,1,Urban,1,Web,Discount,0,0.0,179.29,179.29,1.0,0.0,0.0,1
8,29.99,1,0,Surburban,1,Web,No Offer,0,29.99,0.0,239.92,0.0,0.0,1.0,0
9,66.71,0,1,Surburban,1,Web,Discount,0,0.0,66.71,600.39,0.0,0.0,1.0,1
7,362.95,0,1,Surburban,1,Phone,Discount,0,0.0,362.95,2540.65,0.0,1.0,0.0,1
2,578.57,1,1,Surburban,1,Web,No Offer,0,578.57,578.57,1157.14,1.0,0.0,0.0,0
1,77.17,1,0,Surburban,0,Web,No Offer,0,77.17,0.0,77.17,1.0,0.0,0.0,0
9,413.86,1,1,Surburban,1,Phone,Buy One Get One,0,413.86,413.86,3724.7400000000002,0.0,0.0,1.0,1
9,34.58,1,0,Urban,1,Web,Buy One Get One,0,34.58,0.0,311.21999999999997,0.0,0.0,1.0,1
9,73.62,1,0,Urban,0,Web,Buy One Get One,0,73.62,0.0,662.58,0.0,0.0,1.0,1
10,510.03,1,0,Urban,1,Multichannel,Buy One Get One,0,510.03,0.0,5100.299999999999,0.0,0.0,1.0,1
2,39.37,0,1,Urban,1,Web,Buy One Get One,0,0.0,39.37,78.74,1.0,0.0,0.0,1
9,76.24,1,0,Rural,1,Web,No Offer,0,76.24,0.0,686.16,0.0,0.0,1.0,0
7,142.71,0,1,Urban,0,Phone,Discount,0,0.0,142.71,998.97,0.0,1.0,0.0,1
9,29.99,1,0,Urban,1,Phone,Discount,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,1
3,416.72,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.0,416.72,1250.16,0.0,1.0,0.0,1
10,51.96,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,51.96,519.6,0.0,0.0,1.0,1
2,198.75,0,1,Surburban,0,Web,No Offer,0,0.0,198.75,397.5,1.0,0.0,0.0,0
7,29.99,1,0,Urban,1,Phone,No Offer,0,29.99,0.0,209.92999999999998,0.0,1.0,0.0,0
11,136.54,0,1,Rural,0,Web,Buy One Get One,0,0.0,136.54,1501.9399999999998,0.0,0.0,1.0,1
2,1464.7,0,1,Rural,1,Multichannel,Discount,0,0.0,1464.7,2929.4,1.0,0.0,0.0,1
10,78.86,1,0,Rural,1,Phone,Buy One Get One,0,78.86,0.0,788.6,0.0,0.0,1.0,1
5,81.54,1,0,Urban,1,Web,No Offer,0,81.54,0.0,407.70000000000005,0.0,1.0,0.0,0
4,497.74,1,0,Urban,0,Multichannel,Buy One Get One,0,497.74,0.0,1990.96,0.0,1.0,0.0,1
8,266.44,1,1,Rural,1,Web,Discount,1,266.44,266.44,2131.52,0.0,0.0,1.0,1
12,313.02,0,1,Urban,1,Web,Discount,0,0.0,313.02,3756.24,0.0,0.0,1.0,1
10,29.99,1,0,Surburban,1,Phone,No Offer,0,29.99,0.0,299.9,0.0,0.0,1.0,0
8,236.28,1,1,Urban,1,Multichannel,Discount,1,236.28,236.28,1890.24,0.0,0.0,1.0,1
9,388.58,0,1,Rural,0,Phone,Discount,0,0.0,388.58,3497.22,0.0,0.0,1.0,1
4,50.85,0,1,Urban,0,Web,Discount,0,0.0,50.85,203.4,0.0,1.0,0.0,1
6,29.99,1,0,Urban,0,Phone,No Offer,0,29.99,0.0,179.94,0.0,1.0,0.0,0
3,63.19,0,1,Urban,1,Phone,Buy One Get One,1,0.0,63.19,189.57,0.0,1.0,0.0,1
2,158.64,0,1,Urban,1,Web,Discount,0,0.0,158.64,317.28,1.0,0.0,0.0,1
1,227.59,1,1,Surburban,0,Phone,Buy One Get One,0,227.59,227.59,227.59,1.0,0.0,0.0,1
10,30.19,0,1,Surburban,1,Phone,No Offer,0,0.0,30.19,301.90000000000003,0.0,0.0,1.0,0
2,69.75,1,0,Surburban,0,Phone,Buy One Get One,0,69.75,0.0,139.5,1.0,0.0,0.0,1
9,29.99,0,1,Urban,1,Web,Buy One Get One,0,0.0,29.99,269.90999999999997,0.0,0.0,1.0,1
1,29.99,0,1,Rural,1,Web,Buy One Get One,0,0.0,29.99,29.99,1.0,0.0,0.0,1
10,382.69,1,0,Surburban,0,Phone,Buy One Get One,0,382.69,0.0,3826.9,0.0,0.0,1.0,1
8,29.99,1,0,Surburban,1,Phone,No Offer,0,29.99,0.0,239.92,0.0,0.0,1.0,0
4,49.94,1,0,Urban,0,Web,No Offer,0,49.94,0.0,199.76,0.0,1.0,0.0,0
5,182.83,0,1,Surburban,0,Phone,No Offer,0,0.0,182.83,914.1500000000001,0.0,1.0,0.0,0
10,47.92,0,1,Surburban,0,Phone,Discount,0,0.0,47.92,479.20000000000005,0.0,0.0,1.0,1
1,450.96,1,0,Surburban,0,Phone,Buy One Get One,0,450.96,0.0,450.96,1.0,0.0,0.0,1
1,64.84,1,0,Surburban,1,Phone,Discount,0,64.84,0.0,64.84,1.0,0.0,0.0,1
2,315.61,1,0,Surburban,0,Phone,No Offer,0,315.61,0.0,631.22,1.0,0.0,0.0,0
1,507.82,0,1,Urban,1,Phone,No Offer,0,0.0,507.82,507.82,1.0,0.0,0.0,0
2,63.83,1,0,Surburban,1,Phone,No Offer,0,63.83,0.0,127.66,1.0,0.0,0.0,0
3,185.7,0,1,Surburban,1,Web,No Offer,0,0.0,185.7,557.0999999999999,0.0,1.0,0.0,0
9,45.78,0,1,Urban,0,Phone,Buy One Get One,0,0.0,45.78,412.02,0.0,0.0,1.0,1
3,53.79,1,0,Urban,0,Phone,Discount,0,53.79,0.0,161.37,0.0,1.0,0.0,1
1,309.85,1,1,Surburban,0,Multichannel,Buy One Get One,1,309.85,309.85,309.85,1.0,0.0,0.0,1
1,552.34,0,1,Surburban,1,Phone,No Offer,0,0.0,552.34,552.34,1.0,0.0,0.0,0
6,35.58,1,0,Surburban,1,Web,No Offer,0,35.58,0.0,213.48,0.0,1.0,0.0,0
4,34.98,1,0,Surburban,1,Web,No Offer,0,34.98,0.0,139.92,0.0,1.0,0.0,0
10,508.35,0,1,Surburban,1,Web,No Offer,0,0.0,508.35,5083.5,0.0,0.0,1.0,0
6,48.43,0,1,Urban,0,Phone,Buy One Get One,1,0.0,48.43,290.58,0.0,1.0,0.0,1
10,230.41,0,1,Surburban,1,Web,Buy One Get One,0,0.0,230.41,2304.1,0.0,0.0,1.0,1
1,174.21,0,1,Rural,0,Web,Discount,0,0.0,174.21,174.21,1.0,0.0,0.0,1
3,119.17,1,0,Surburban,1,Phone,Buy One Get One,0,119.17,0.0,357.51,0.0,1.0,0.0,1
